submission_ID,avg_temp_c
406,10.29493192302091
407,17.876972326185438
408,17.863200053750916
409,17.725383472779058
410,17.632233657929014
411,17.75473788785886
412,17.852197636694072
413,18.143667134649185
414,26.224613435673355
415,26.17773331581221
416,26.257326307546073
417,26.1180166562884
418,26.152737476108733
419,26.25715329755922
420,26.25373415579325
421,23.606057583078712
422,23.624970457899565
423,23.610601239928386
424,23.701428400597468
425,23.743411180367346
426,23.45341405465151
427,23.54174255352629
428,-6.941473229173454
429,-7.228644146852783
430,-7.449337963172818
431,-7.313223427170703
432,-7.279874265121627
433,-7.038481505325052
434,-6.821635806971187
435,-0.5221699434687324
436,-0.5819211548581791
437,-0.6240963564873612
438,-0.5789723285754844
439,-0.48151738086778284
440,-0.6488551705184333
441,-0.7856341885694169
442,23.594006429029193
443,23.56086647177439
444,23.434533392038475
445,23.391689542446954
446,23.43313545081033
447,23.4223775300903
448,23.301556198718266
449,26.92248052245939
450,27.029902301956824
451,27.02851458503712
452,26.99619524478329
453,27.083143484643237
454,27.064469085824918
455,26.956617254123458
456,1.433147262330122
457,1.3327475394276806
458,1.022527758876727
459,1.1213326202556164
460,1.1715785932690732
461,0.7716974462957271
462,0.4442125108934256
463,20.186309659138452
464,20.012160922044757
465,19.94399096294258
466,19.83583877223937
467,19.89409750585927
468,19.91893118564509
469,19.786063276893966
470,3.725586625909525
471,3.3895106656868528
472,2.951963406434432
473,2.7679596899660552
474,2.7496521155552784
475,2.7590298788955536
476,2.655721764919825
477,20.69327269067999
478,20.595821031909598
479,20.623430323731277
480,20.463762665000456
481,20.48230496266591
482,20.491973967444217
483,20.462566263013056
484,25.98047444605692
485,25.94218188925342
486,25.931638932442656
487,25.849093286820867
488,25.849634069427108
489,25.83076554490242
490,25.786318984893548
491,27.823186001212665
492,27.834182547070657
493,27.801247759879015
494,27.836165246985665
495,27.784814921318794
496,27.843698840785628
497,27.913901513093705
498,6.67612658601729
499,6.6900993759439515
500,6.546578497770934
501,6.2761225901142375
502,6.24864238941878
503,6.404299823883997
504,6.472257549809456
505,15.13784785367758
506,15.056255213558108
507,15.128392241073419
508,15.304748559648923
509,15.63144749744048
510,15.443063632882472
511,15.253074696621164
512,24.05904819475307
513,24.041400982006866
514,24.082278218459464
515,23.985243507719858
516,23.820577843237864
517,23.702638590817216
518,23.469955351123144
519,5.665053235793705
520,5.265584162366636
521,4.745001729470204
522,4.530603201546004
523,4.5346381458296
524,4.660274492805669
525,4.2007116523771035
526,27.4346348976198
527,27.37895271835614
528,27.446214851083173
529,27.375635990737027
530,27.48784381044235
531,27.434529305433344
532,27.272686823131007
533,26.62317916498825
534,26.646309613981593
535,26.663368425158097
536,26.547066648828068
537,26.6369773667584
538,26.647468564269346
539,26.487557026724982
540,4.011242508137396
541,4.0733266973715185
542,3.827895390171687
543,3.6610395172658663
544,3.662984165143955
545,3.5790239514620303
546,3.3732619844060903
547,27.623533933108703
548,27.825329616378223
549,27.766866230891356
550,27.76577541361422
551,27.784713041084174
552,27.823462873705918
553,27.865889004595903
554,23.83920861728666
555,23.8252832798429
556,23.782877030816795
557,23.87805130760109
558,23.991341576169052
559,24.00649106744378
560,23.78480191157187
561,-2.791802393023435
562,-2.9518450002849335
563,-3.0009496553230157
564,-2.9701503170788097
565,-2.9675344507296213
566,-2.703199886580343
567,-2.437893495687401
568,7.7950044548647535
569,7.497154226276686
570,7.179691100373736
571,7.190452083296387
572,7.158070292800179
573,6.935622771991293
574,6.614602380261507
575,26.913514174989945
576,26.945517869122405
577,27.022758643168345
578,26.985363052195584
579,27.00517345860603
580,26.96842562372301
581,26.917329716584394
582,22.905107426940667
583,22.92606794735573
584,23.016611318044365
585,23.285433748676027
586,23.204190244924312
587,23.06402782616769
588,23.048778422994133
589,-0.34935745001000207
590,-0.525440575582163
591,-0.6735950812505429
592,-0.5110031064520477
593,-0.47602288969998696
594,-0.6690634761458494
595,-0.8122041575675407
596,7.942080111368057
597,7.810529034835655
598,7.8346315911025375
599,7.722908570660856
600,7.530217544240887
601,7.271382891340275
602,7.058017277626625
603,5.309490920282576
604,5.365858929405174
605,5.317220314680254
606,5.184017201922469
607,5.486951722900619
608,5.698388344738245
609,5.637422675371555
610,23.772976460122603
611,23.696021287854062
612,23.692107480849653
613,23.5995693474572
614,23.609359289438043
615,23.50111345273651
616,23.462263392924147
617,27.402174958165592
618,27.318531883033152
619,27.333852406719632
620,27.450593375457604
621,27.49440219513882
622,27.4920790697768
623,27.32867645892217
624,3.4685488436942222
625,3.587566596822928
626,3.4587187733599603
627,3.1322281685474014
628,2.6302695191803345
629,2.3079748717942348
630,2.1496588850237153
631,4.4095019726897196
632,4.314674287920024
633,4.462457115622048
634,4.6051105124939085
635,4.847827134547302
636,5.1257211746328935
637,4.748281003543097
638,28.603234267511663
639,28.669942786373447
640,28.719168432668543
641,28.723368826193443
642,28.725295250542995
643,28.74744503667743
644,28.681138741098135
645,0.5620612699579031
646,0.4689352021886357
647,0.043241953031211366
648,-0.014485931628239967
649,0.028487450057479435
650,-0.3920727012704024
651,-0.6594221989187616
652,21.010644376225866
653,20.688904087866405
654,20.466035569843974
655,20.400793081214314
656,20.392392536193036
657,20.384135562874597
658,20.482155438480838
659,8.250762983690954
660,8.127063811133798
661,8.216520928512516
662,8.04127910839987
663,7.703748801922673
664,7.498576599815059
665,7.443597371582232
666,22.27674289668884
667,22.33284445330455
668,22.391443180474116
669,22.61661127525459
670,22.556849918549656
671,22.455702943528117
672,22.634515223657154
673,3.260245937323054
674,3.2798485725293656
675,3.3965977919679933
676,3.2151824597728265
677,3.6213799589358544
678,3.8274203269982774
679,3.936771569602037
680,27.95369476521885
681,28.07228847738846
682,28.087785181465883
683,28.044040666396647
684,27.99034497580108
685,28.118770978731995
686,28.114868761770676
687,26.92190436205082
688,26.916661709200977
689,26.89605446086448
690,26.900333907447532
691,26.853865592315522
692,26.864742526349346
693,26.846496584890623
694,21.17310155668158
695,21.25491982212443
696,21.088542138507957
697,21.026668782720467
698,21.022412799449963
699,21.120767646396523
700,20.944671336197395
